instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,_date
15960066,62344,ADANIGREEN26JUNFUT,ADANIGREEN,0.0,2026-06-30,0.0,0.1,600,FUT,NFO-FUT,NFO,2026-06-03
15641602,61100,ADANIGREEN26JULFUT,ADANIGREEN,0.0,2026-07-28,0.0,0.1,600,FUT,NFO-FUT,NFO,2026-06-03
14870786,58089,ADANIGREEN26AUGFUT,ADANIGREEN,0.0,2026-08-25,0.0,0.1,600,FUT,NFO-FUT,NFO,2026-06-03
15960322,62345,ADANIPORTS26JUNFUT,ADANIPORTS,0.0,2026-06-30,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
15641858,61101,ADANIPORTS26JULFUT,ADANIPORTS,0.0,2026-07-28,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
14871042,58090,ADANIPORTS26AUGFUT,ADANIPORTS,0.0,2026-08-25,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
15961090,62348,ADANIPOWER26JUNFUT,ADANIPOWER,0.0,2026-06-30,0.0,0.01,3550,FUT,NFO-FUT,NFO,2026-06-03
15642114,61102,ADANIPOWER26JULFUT,ADANIPOWER,0.0,2026-07-28,0.0,0.01,3550,FUT,NFO-FUT,NFO,2026-06-03
14871298,58091,ADANIPOWER26AUGFUT,ADANIPOWER,0.0,2026-08-25,0.0,0.01,3550,FUT,NFO-FUT,NFO,2026-06-03
15961346,62349,ALKEM26JUNFUT,ALKEM,0.0,2026-06-30,0.0,0.5,125,FUT,NFO-FUT,NFO,2026-06-03
15642370,61103,ALKEM26JULFUT,ALKEM,0.0,2026-07-28,0.0,0.5,125,FUT,NFO-FUT,NFO,2026-06-03
14873602,58100,ALKEM26AUGFUT,ALKEM,0.0,2026-08-25,0.0,0.5,125,FUT,NFO-FUT,NFO,2026-06-03
15963906,62359,AMBER26JUNFUT,AMBER,0.0,2026-06-30,0.0,0.5,100,FUT,NFO-FUT,NFO,2026-06-03
15642626,61104,AMBER26JULFUT,AMBER,0.0,2026-07-28,0.0,0.5,100,FUT,NFO-FUT,NFO,2026-06-03
14873858,58101,AMBER26AUGFUT,AMBER,0.0,2026-08-25,0.0,0.5,100,FUT,NFO-FUT,NFO,2026-06-03
15964162,62360,AMBUJACEM26JUNFUT,AMBUJACEM,0.0,2026-06-30,0.0,0.05,1050,FUT,NFO-FUT,NFO,2026-06-03
15642882,61105,AMBUJACEM26JULFUT,AMBUJACEM,0.0,2026-07-28,0.0,0.05,1200,FUT,NFO-FUT,NFO,2026-06-03
14874114,58102,AMBUJACEM26AUGFUT,AMBUJACEM,0.0,2026-08-25,0.0,0.05,1200,FUT,NFO-FUT,NFO,2026-06-03
15964418,62361,ANGELONE26JUNFUT,ANGELONE,0.0,2026-06-30,0.0,0.05,2500,FUT,NFO-FUT,NFO,2026-06-03
15643138,61106,ANGELONE26JULFUT,ANGELONE,0.0,2026-07-28,0.0,0.05,2500,FUT,NFO-FUT,NFO,2026-06-03
14874370,58103,ANGELONE26AUGFUT,ANGELONE,0.0,2026-08-25,0.0,0.05,2500,FUT,NFO-FUT,NFO,2026-06-03
15964674,62362,APLAPOLLO26JUNFUT,APLAPOLLO,0.0,2026-06-30,0.0,0.1,350,FUT,NFO-FUT,NFO,2026-06-03
15643394,61107,APLAPOLLO26JULFUT,APLAPOLLO,0.0,2026-07-28,0.0,0.1,350,FUT,NFO-FUT,NFO,2026-06-03
14874626,58104,APLAPOLLO26AUGFUT,APLAPOLLO,0.0,2026-08-25,0.0,0.1,350,FUT,NFO-FUT,NFO,2026-06-03
15964930,62363,APOLLOHOSP26JUNFUT,APOLLOHOSP,0.0,2026-06-30,0.0,0.5,125,FUT,NFO-FUT,NFO,2026-06-03
15643650,61108,APOLLOHOSP26JULFUT,APOLLOHOSP,0.0,2026-07-28,0.0,0.5,125,FUT,NFO-FUT,NFO,2026-06-03
14874882,58105,APOLLOHOSP26AUGFUT,APOLLOHOSP,0.0,2026-08-25,0.0,0.5,125,FUT,NFO-FUT,NFO,2026-06-03
15965698,62366,ASHOKLEY26JUNFUT,ASHOKLEY,0.0,2026-06-30,0.0,0.01,5000,FUT,NFO-FUT,NFO,2026-06-03
15643906,61109,ASHOKLEY26JULFUT,ASHOKLEY,0.0,2026-07-28,0.0,0.01,5000,FUT,NFO-FUT,NFO,2026-06-03
14875138,58106,ASHOKLEY26AUGFUT,ASHOKLEY,0.0,2026-08-25,0.0,0.01,5000,FUT,NFO-FUT,NFO,2026-06-03
15965954,62367,ASIANPAINT26JUNFUT,ASIANPAINT,0.0,2026-06-30,0.0,0.1,250,FUT,NFO-FUT,NFO,2026-06-03
15644162,61110,ASIANPAINT26JULFUT,ASIANPAINT,0.0,2026-07-28,0.0,0.1,250,FUT,NFO-FUT,NFO,2026-06-03
14875394,58107,ASIANPAINT26AUGFUT,ASIANPAINT,0.0,2026-08-25,0.0,0.1,250,FUT,NFO-FUT,NFO,2026-06-03
15966722,62370,ASTRAL26JUNFUT,ASTRAL,0.0,2026-06-30,0.0,0.1,425,FUT,NFO-FUT,NFO,2026-06-03
15644418,61111,ASTRAL26JULFUT,ASTRAL,0.0,2026-07-28,0.0,0.1,425,FUT,NFO-FUT,NFO,2026-06-03
14875650,58108,ASTRAL26AUGFUT,ASTRAL,0.0,2026-08-25,0.0,0.1,425,FUT,NFO-FUT,NFO,2026-06-03
15966978,62371,AUBANK26JUNFUT,AUBANK,0.0,2026-06-30,0.0,0.05,1000,FUT,NFO-FUT,NFO,2026-06-03
15644674,61112,AUBANK26JULFUT,AUBANK,0.0,2026-07-28,0.0,0.05,1000,FUT,NFO-FUT,NFO,2026-06-03
14875906,58109,AUBANK26AUGFUT,AUBANK,0.0,2026-08-25,0.0,0.05,1000,FUT,NFO-FUT,NFO,2026-06-03
15967234,62372,AUROPHARMA26JUNFUT,AUROPHARMA,0.0,2026-06-30,0.0,0.1,550,FUT,NFO-FUT,NFO,2026-06-03
15644930,61113,AUROPHARMA26JULFUT,AUROPHARMA,0.0,2026-07-28,0.0,0.1,550,FUT,NFO-FUT,NFO,2026-06-03
14877698,58116,AUROPHARMA26AUGFUT,AUROPHARMA,0.0,2026-08-25,0.0,0.1,550,FUT,NFO-FUT,NFO,2026-06-03
15967490,62373,AXISBANK26JUNFUT,AXISBANK,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO,2026-06-03
15645186,61114,AXISBANK26JULFUT,AXISBANK,0.0,2026-07-28,0.0,0.1,625,FUT,NFO-FUT,NFO,2026-06-03
14877954,58117,AXISBANK26AUGFUT,AXISBANK,0.0,2026-08-25,0.0,0.1,625,FUT,NFO-FUT,NFO,2026-06-03
15967746,62374,BAJAJ-AUTO26JUNFUT,BAJAJ-AUTO,0.0,2026-06-30,0.0,1.0,75,FUT,NFO-FUT,NFO,2026-06-03
15645442,61115,BAJAJ-AUTO26JULFUT,BAJAJ-AUTO,0.0,2026-07-28,0.0,1.0,75,FUT,NFO-FUT,NFO,2026-06-03
14878210,58118,BAJAJ-AUTO26AUGFUT,BAJAJ-AUTO,0.0,2026-08-25,0.0,1.0,75,FUT,NFO-FUT,NFO,2026-06-03
15968002,62375,BAJAJFINSV26JUNFUT,BAJAJFINSV,0.0,2026-06-30,0.0,0.1,250,FUT,NFO-FUT,NFO,2026-06-03
15645698,61116,BAJAJFINSV26JULFUT,BAJAJFINSV,0.0,2026-07-28,0.0,0.1,300,FUT,NFO-FUT,NFO,2026-06-03
14878466,58119,BAJAJFINSV26AUGFUT,BAJAJFINSV,0.0,2026-08-25,0.0,0.1,300,FUT,NFO-FUT,NFO,2026-06-03
15968258,62376,BAJAJHLDNG26JUNFUT,BAJAJHLDNG,0.0,2026-06-30,0.0,1.0,50,FUT,NFO-FUT,NFO,2026-06-03
15645954,61117,BAJAJHLDNG26JULFUT,BAJAJHLDNG,0.0,2026-07-28,0.0,1.0,75,FUT,NFO-FUT,NFO,2026-06-03
14878722,58120,BAJAJHLDNG26AUGFUT,BAJAJHLDNG,0.0,2026-08-25,0.0,1.0,75,FUT,NFO-FUT,NFO,2026-06-03
15968514,62377,BAJFINANCE26JUNFUT,BAJFINANCE,0.0,2026-06-30,0.0,0.05,750,FUT,NFO-FUT,NFO,2026-06-03
15646210,61118,BAJFINANCE26JULFUT,BAJFINANCE,0.0,2026-07-28,0.0,0.05,750,FUT,NFO-FUT,NFO,2026-06-03
14878978,58121,BAJFINANCE26AUGFUT,BAJFINANCE,0.0,2026-08-25,0.0,0.05,750,FUT,NFO-FUT,NFO,2026-06-03
15968770,62378,BANDHANBNK26JUNFUT,BANDHANBNK,0.0,2026-06-30,0.0,0.01,3600,FUT,NFO-FUT,NFO,2026-06-03
15646978,61121,BANDHANBNK26JULFUT,BANDHANBNK,0.0,2026-07-28,0.0,0.01,3600,FUT,NFO-FUT,NFO,2026-06-03
14879234,58122,BANDHANBNK26AUGFUT,BANDHANBNK,0.0,2026-08-25,0.0,0.01,3600,FUT,NFO-FUT,NFO,2026-06-03
15969026,62379,BANKBARODA26JUNFUT,BANKBARODA,0.0,2026-06-30,0.0,0.05,2925,FUT,NFO-FUT,NFO,2026-06-03
15647234,61122,BANKBARODA26JULFUT,BANKBARODA,0.0,2026-07-28,0.0,0.05,2925,FUT,NFO-FUT,NFO,2026-06-03
14879490,58123,BANKBARODA26AUGFUT,BANKBARODA,0.0,2026-08-25,0.0,0.05,2925,FUT,NFO-FUT,NFO,2026-06-03
15969282,62380,BANKINDIA26JUNFUT,BANKINDIA,0.0,2026-06-30,0.0,0.01,5200,FUT,NFO-FUT,NFO,2026-06-03
15647490,61123,BANKINDIA26JULFUT,BANKINDIA,0.0,2026-07-28,0.0,0.01,5200,FUT,NFO-FUT,NFO,2026-06-03
14880002,58125,BANKINDIA26AUGFUT,BANKINDIA,0.0,2026-08-25,0.0,0.01,5200,FUT,NFO-FUT,NFO,2026-06-03
15969538,62381,BDL26JUNFUT,BDL,0.0,2026-06-30,0.0,0.1,350,FUT,NFO-FUT,NFO,2026-06-03
15647746,61124,BDL26JULFUT,BDL,0.0,2026-07-28,0.0,0.1,425,FUT,NFO-FUT,NFO,2026-06-03
14880258,58126,BDL26AUGFUT,BDL,0.0,2026-08-25,0.0,0.1,425,FUT,NFO-FUT,NFO,2026-06-03
15969794,62382,BEL26JUNFUT,BEL,0.0,2026-06-30,0.0,0.05,1425,FUT,NFO-FUT,NFO,2026-06-03
15648002,61125,BEL26JULFUT,BEL,0.0,2026-07-28,0.0,0.05,1425,FUT,NFO-FUT,NFO,2026-06-03
14881282,58130,BEL26AUGFUT,BEL,0.0,2026-08-25,0.0,0.05,1425,FUT,NFO-FUT,NFO,2026-06-03
15970050,62383,BHARATFORG26JUNFUT,BHARATFORG,0.0,2026-06-30,0.0,0.1,500,FUT,NFO-FUT,NFO,2026-06-03
15648258,61126,BHARATFORG26JULFUT,BHARATFORG,0.0,2026-07-28,0.0,0.1,500,FUT,NFO-FUT,NFO,2026-06-03
14881538,58131,BHARATFORG26AUGFUT,BHARATFORG,0.0,2026-08-25,0.0,0.1,500,FUT,NFO-FUT,NFO,2026-06-03
15970306,62384,BHARTIARTL26JUNFUT,BHARTIARTL,0.0,2026-06-30,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
15648514,61127,BHARTIARTL26JULFUT,BHARTIARTL,0.0,2026-07-28,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
14881794,58132,BHARTIARTL26AUGFUT,BHARTIARTL,0.0,2026-08-25,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
15970562,62385,BHEL26JUNFUT,BHEL,0.0,2026-06-30,0.0,0.05,2625,FUT,NFO-FUT,NFO,2026-06-03
15648770,61128,BHEL26JULFUT,BHEL,0.0,2026-07-28,0.0,0.05,2625,FUT,NFO-FUT,NFO,2026-06-03
14882050,58133,BHEL26AUGFUT,BHEL,0.0,2026-08-25,0.0,0.05,2625,FUT,NFO-FUT,NFO,2026-06-03
15970818,62386,BIOCON26JUNFUT,BIOCON,0.0,2026-06-30,0.0,0.05,2500,FUT,NFO-FUT,NFO,2026-06-03
15649026,61129,BIOCON26JULFUT,BIOCON,0.0,2026-07-28,0.0,0.05,2500,FUT,NFO-FUT,NFO,2026-06-03
14882306,58134,BIOCON26AUGFUT,BIOCON,0.0,2026-08-25,0.0,0.05,2500,FUT,NFO-FUT,NFO,2026-06-03
15971074,62387,BLUESTARCO26JUNFUT,BLUESTARCO,0.0,2026-06-30,0.0,0.1,325,FUT,NFO-FUT,NFO,2026-06-03
15649282,61130,BLUESTARCO26JULFUT,BLUESTARCO,0.0,2026-07-28,0.0,0.1,325,FUT,NFO-FUT,NFO,2026-06-03
14882562,58135,BLUESTARCO26AUGFUT,BLUESTARCO,0.0,2026-08-25,0.0,0.1,325,FUT,NFO-FUT,NFO,2026-06-03
15972354,62392,BOSCHLTD26JUNFUT,BOSCHLTD,0.0,2026-06-30,0.0,5.0,25,FUT,NFO-FUT,NFO,2026-06-03
15649538,61131,BOSCHLTD26JULFUT,BOSCHLTD,0.0,2026-07-28,0.0,5.0,25,FUT,NFO-FUT,NFO,2026-06-03
14882818,58136,BOSCHLTD26AUGFUT,BOSCHLTD,0.0,2026-08-25,0.0,5.0,25,FUT,NFO-FUT,NFO,2026-06-03
15972610,62393,BPCL26JUNFUT,BPCL,0.0,2026-06-30,0.0,0.05,1975,FUT,NFO-FUT,NFO,2026-06-03
15649794,61132,BPCL26JULFUT,BPCL,0.0,2026-07-28,0.0,0.05,1975,FUT,NFO-FUT,NFO,2026-06-03
14883330,58138,BPCL26AUGFUT,BPCL,0.0,2026-08-25,0.0,0.05,1975,FUT,NFO-FUT,NFO,2026-06-03
15972866,62394,BRITANNIA26JUNFUT,BRITANNIA,0.0,2026-06-30,0.0,0.5,125,FUT,NFO-FUT,NFO,2026-06-03
15650050,61133,BRITANNIA26JULFUT,BRITANNIA,0.0,2026-07-28,0.0,0.5,125,FUT,NFO-FUT,NFO,2026-06-03
14883842,58140,BRITANNIA26AUGFUT,BRITANNIA,0.0,2026-08-25,0.0,0.5,125,FUT,NFO-FUT,NFO,2026-06-03
15973122,62395,BSE26JUNFUT,BSE,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO,2026-06-03
15650306,61134,BSE26JULFUT,BSE,0.0,2026-07-28,0.0,0.1,200,FUT,NFO-FUT,NFO,2026-06-03
14884098,58141,BSE26AUGFUT,BSE,0.0,2026-08-25,0.0,0.1,200,FUT,NFO-FUT,NFO,2026-06-03
15973378,62396,CAMS26JUNFUT,CAMS,0.0,2026-06-30,0.0,0.05,750,FUT,NFO-FUT,NFO,2026-06-03
15650562,61135,CAMS26JULFUT,CAMS,0.0,2026-07-28,0.0,0.05,825,FUT,NFO-FUT,NFO,2026-06-03
14884354,58142,CAMS26AUGFUT,CAMS,0.0,2026-08-25,0.0,0.05,825,FUT,NFO-FUT,NFO,2026-06-03
15973634,62397,CANBK26JUNFUT,CANBK,0.0,2026-06-30,0.0,0.01,6750,FUT,NFO-FUT,NFO,2026-06-03
15650818,61136,CANBK26JULFUT,CANBK,0.0,2026-07-28,0.0,0.01,6750,FUT,NFO-FUT,NFO,2026-06-03
14884610,58143,CANBK26AUGFUT,CANBK,0.0,2026-08-25,0.0,0.01,6750,FUT,NFO-FUT,NFO,2026-06-03
15973890,62398,CDSL26JUNFUT,CDSL,0.0,2026-06-30,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
15651586,61139,CDSL26JULFUT,CDSL,0.0,2026-07-28,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
14884866,58144,CDSL26AUGFUT,CDSL,0.0,2026-08-25,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
15975170,62403,CGPOWER26JUNFUT,CGPOWER,0.0,2026-06-30,0.0,0.05,850,FUT,NFO-FUT,NFO,2026-06-03
15651842,61140,CGPOWER26JULFUT,CGPOWER,0.0,2026-07-28,0.0,0.05,850,FUT,NFO-FUT,NFO,2026-06-03
14885122,58145,CGPOWER26AUGFUT,CGPOWER,0.0,2026-08-25,0.0,0.05,850,FUT,NFO-FUT,NFO,2026-06-03
15975938,62406,CHOLAFIN26JUNFUT,CHOLAFIN,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO,2026-06-03
15652098,61141,CHOLAFIN26JULFUT,CHOLAFIN,0.0,2026-07-28,0.0,0.1,625,FUT,NFO-FUT,NFO,2026-06-03
14885378,58146,CHOLAFIN26AUGFUT,CHOLAFIN,0.0,2026-08-25,0.0,0.1,625,FUT,NFO-FUT,NFO,2026-06-03
15976194,62407,CIPLA26JUNFUT,CIPLA,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO,2026-06-03
15652354,61142,CIPLA26JULFUT,CIPLA,0.0,2026-07-28,0.0,0.1,425,FUT,NFO-FUT,NFO,2026-06-03
14885634,58147,CIPLA26AUGFUT,CIPLA,0.0,2026-08-25,0.0,0.1,425,FUT,NFO-FUT,NFO,2026-06-03
15976450,62408,COALINDIA26JUNFUT,COALINDIA,0.0,2026-06-30,0.0,0.05,1350,FUT,NFO-FUT,NFO,2026-06-03
15652610,61143,COALINDIA26JULFUT,COALINDIA,0.0,2026-07-28,0.0,0.05,1350,FUT,NFO-FUT,NFO,2026-06-03
14885890,58148,COALINDIA26AUGFUT,COALINDIA,0.0,2026-08-25,0.0,0.05,1350,FUT,NFO-FUT,NFO,2026-06-03
15983618,62436,COCHINSHIP26JUNFUT,COCHINSHIP,0.0,2026-06-30,0.0,0.1,400,FUT,NFO-FUT,NFO,2026-06-03
15652866,61144,COCHINSHIP26JULFUT,COCHINSHIP,0.0,2026-07-28,0.0,0.1,400,FUT,NFO-FUT,NFO,2026-06-03
14886146,58149,COCHINSHIP26AUGFUT,COCHINSHIP,0.0,2026-08-25,0.0,0.1,400,FUT,NFO-FUT,NFO,2026-06-03
15983874,62437,COFORGE26JUNFUT,COFORGE,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO,2026-06-03
15653122,61145,COFORGE26JULFUT,COFORGE,0.0,2026-07-28,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
14886914,58152,COFORGE26AUGFUT,COFORGE,0.0,2026-08-25,0.0,0.1,475,FUT,NFO-FUT,NFO,2026-06-03
15999490,62498,COLPAL26JUNFUT,COLPAL,0.0,2026-06-30,0.0,0.1,225,FUT,NFO-FUT,NFO,2026-06-03
15653378,61146,COLPAL26JULFUT,COLPAL,0.0,2026-07-28,0.0,0.1,275,FUT,NFO-FUT,NFO,2026-06-03
14887170,58153,COLPAL26AUGFUT,COLPAL,0.0,2026-08-25,0.0,0.1,275,FUT,NFO-FUT,NFO,2026-06-03
15999746,62499,CONCOR26JUNFUT,CONCOR,0.0,2026-06-30,0.0,0.05,1250,FUT,NFO-FUT,NFO,2026-06-03
15654146,61149,CONCOR26JULFUT,CONCOR,0.0,2026-07-28,0.0,0.05,1250,FUT,NFO-FUT,NFO,2026-06-03
14887426,58154,CONCOR26AUGFUT,CONCOR,0.0,2026-08-25,0.0,0.05,1250,FUT,NFO-FUT,NFO,2026-06-03
16002050,62508,CROMPTON26JUNFUT,CROMPTON,0.0,2026-06-30,0.0,0.05,1800,FUT,NFO-FUT,NFO,2026-06-03
15654402,61150,CROMPTON26JULFUT,CROMPTON,0.0,2026-07-28,0.0,0.05,2150,FUT,NFO-FUT,NFO,2026-06-03
14887682,58155,CROMPTON26AUGFUT,CROMPTON,0.0,2026-08-25,0.0,0.05,2150,FUT,NFO-FUT,NFO,2026-06-03
16002306,62509,CUMMINSIND26JUNFUT,CUMMINSIND,0.0,2026-06-30,0.0,0.5,200,FUT,NFO-FUT,NFO,2026-06-03
15654658,61151,CUMMINSIND26JULFUT,CUMMINSIND,0.0,2026-07-28,0.0,0.5,200,FUT,NFO-FUT,NFO,2026-06-03
14887938,58156,CUMMINSIND26AUGFUT,CUMMINSIND,0.0,2026-08-25,0.0,0.5,200,FUT,NFO-FUT,NFO,2026-06-03
16014082,62555,DABUR26JUNFUT,DABUR,0.0,2026-06-30,0.0,0.05,1250,FUT,NFO-FUT,NFO,2026-06-03
15654914,61152,DABUR26JULFUT,DABUR,0.0,2026-07-28,0.0,0.05,1250,FUT,NFO-FUT,NFO,2026-06-03
14888194,58157,DABUR26AUGFUT,DABUR,0.0,2026-08-25,0.0,0.05,1250,FUT,NFO-FUT,NFO,2026-06-03
16014338,62556,DALBHARAT26JUNFUT,DALBHARAT,0.0,2026-06-30,0.0,0.1,325,FUT,NFO-FUT,NFO,2026-06-03
15656194,61157,DALBHARAT26JULFUT,DALBHARAT,0.0,2026-07-28,0.0,0.1,325,FUT,NFO-FUT,NFO,2026-06-03
14888450,58158,DALBHARAT26AUGFUT,DALBHARAT,0.0,2026-08-25,0.0,0.1,325,FUT,NFO-FUT,NFO,2026-06-03
16014594,62557,DELHIVERY26JUNFUT,DELHIVERY,0.0,2026-06-30,0.0,0.05,2075,FUT,NFO-FUT,NFO,2026-06-03
15656450,61158,DELHIVERY26JULFUT,DELHIVERY,0.0,2026-07-28,0.0,0.05,2075,FUT,NFO-FUT,NFO,2026-06-03
14888706,58159,DELHIVERY26AUGFUT,DELHIVERY,0.0,2026-08-25,0.0,0.05,2075,FUT,NFO-FUT,NFO,2026-06-03
16015618,62561,DIVISLAB26JUNFUT,DIVISLAB,0.0,2026-06-30,0.0,0.5,100,FUT,NFO-FUT,NFO,2026-06-03
15656706,61159,DIVISLAB26JULFUT,DIVISLAB,0.0,2026-07-28,0.0,0.5,100,FUT,NFO-FUT,NFO,2026-06-03
14888962,58160,DIVISLAB26AUGFUT,DIVISLAB,0.0,2026-08-25,0.0,0.5,100,FUT,NFO-FUT,NFO,2026-06-03
16015874,62562,DIXON26JUNFUT,DIXON,0.0,2026-06-30,0.0,1.0,50,FUT,NFO-FUT,NFO,2026-06-03
15656962,61160,DIXON26JULFUT,DIXON,0.0,2026-07-28,0.0,1.0,50,FUT,NFO-FUT,NFO,2026-06-03
14889218,58161,DIXON26AUGFUT,DIXON,0.0,2026-08-25,0.0,1.0,50,FUT,NFO-FUT,NFO,2026-06-03
16016130,62563,DLF26JUNFUT,DLF,0.0,2026-06-30,0.0,0.05,825,FUT,NFO-FUT,NFO,2026-06-03
15657218,61161,DLF26JULFUT,DLF,0.0,2026-07-28,0.0,0.05,950,FUT,NFO-FUT,NFO,2026-06-03
14889474,58162,DLF26AUGFUT,DLF,0.0,2026-08-25,0.0,0.05,950,FUT,NFO-FUT,NFO,2026-06-03
16016386,62564,DMART26JUNFUT,DMART,0.0,2026-06-30,0.0,0.1,150,FUT,NFO-FUT,NFO,2026-06-03
15657474,61162,DMART26JULFUT,DMART,0.0,2026-07-28,0.0,0.1,150,FUT,NFO-FUT,NFO,2026-06-03
14889730,58163,DMART26AUGFUT,DMART,0.0,2026-08-25,0.0,0.1,150,FUT,NFO-FUT,NFO,2026-06-03
16016642,62565,DRREDDY26JUNFUT,DRREDDY,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO,2026-06-03
15657730,61163,DRREDDY26JULFUT,DRREDDY,0.0,2026-07-28,0.0,0.1,625,FUT,NFO-FUT,NFO,2026-06-03
14891522,58170,DRREDDY26AUGFUT,DRREDDY,0.0,2026-08-25,0.0,0.1,625,FUT,NFO-FUT,NFO,2026-06-03
16016898,62566,EICHERMOT26JUNFUT,EICHERMOT,0.0,2026-06-30,0.0,0.5,100,FUT,NFO-FUT,NFO,2026-06-03
15657986,61164,EICHERMOT26JULFUT,EICHERMOT,0.0,2026-07-28,0.0,0.5,100,FUT,NFO-FUT,NFO,2026-06-03
14894338,58181,EICHERMOT26AUGFUT,EICHERMOT,0.0,2026-08-25,0.0,0.5,100,FUT,NFO-FUT,NFO,2026-06-03
16017154,62567,ETERNAL26JUNFUT,ETERNAL,0.0,2026-06-30,0.0,0.05,2425,FUT,NFO-FUT,NFO,2026-06-03
15658242,61165,ETERNAL26JULFUT,ETERNAL,0.0,2026-07-28,0.0,0.05,2425,FUT,NFO-FUT,NFO,2026-06-03
14894594,58182,ETERNAL26AUGFUT,ETERNAL,0.0,2026-08-25,0.0,0.05,2425,FUT,NFO-FUT,NFO,2026-06-03
16017410,62568,EXIDEIND26JUNFUT,EXIDEIND,0.0,2026-06-30,0.0,0.05,1800,FUT,NFO-FUT,NFO,2026-06-03
15658498,61166,EXIDEIND26JULFUT,EXIDEIND,0.0,2026-07-28,0.0,0.05,1800,FUT,NFO-FUT,NFO,2026-06-03
